code,var,unit,value,year,basin,deployment,BT,WD,N.WD
H,TN.inv,,1.000901318,2010,BP,,ET,44,0.176706827
T011,BW_O2,,0,2020,BP,,ET,120,0.261437908
U,BW_O2,,191,2009,BP,,ET,50,0.200803213
U,ChlA.inv,,10.22483973,2009,BP,,ET,50,0.200803213
U,OC.inv,,1.004005917,2009,BP,,ET,50,0.200803213
U,TN.inv,,1.000581326,2009,BP,,ET,50,0.200803213
U,BW_O2,,191,2010,BP,,ET,50,0.200803213
U,OC.inv,,1.001558923,2010,BP,,ET,50,0.200803213
U,TN.inv,,1.000217791,2010,BP,,ET,50,0.200803213
V,BW_O2,,27,2008,BP,,ET,65,0.261044177
V,ChlA.inv,,22.43630317,2008,BP,,ET,65,0.261044177
V,OC.inv,,1.011977343,2008,BP,,ET,65,0.261044177
V,TN.inv,,1.001710273,2008,BP,,ET,65,0.261044177
V,BW_O2,,36,2009,BP,,ET,65,0.261044177
V,ChlA.inv,,28.94198294,2009,BP,,ET,65,0.261044177
V,OC.inv,,1.007197461,2009,BP,,ET,65,0.261044177
V,TN.inv,,1.000898563,2009,BP,,ET,65,0.261044177
V,BW_O2,,14,2010,BP,,ET,65,0.261044177
V,OC.inv,,1.007886434,2010,BP,,ET,65,0.261044177
V,TN.inv,,1.001016509,2010,BP,,ET,65,0.261044177
W015,BW_O2,,210,2020,BP,,ET,65,0.1416122
GOB1,BW_O2,,303,2013,GOB,,A,86,0.589041096
GOB1,OC.inv,,1.056357063,2013,GOB,,A,86,0.589041096
GOB1,TN.inv,,1.005104577,2013,GOB,,A,86,0.589041096
GOB1,BW_O2,,341,2014,GOB,,A,86,0.589041096
GOB1,IP.inv,,1.001760283,2014,GOB,,A,86,0.589041096
GOB1,OC.inv,,1.05893611,2014,GOB,,A,86,0.589041096
GOB1,TN.inv,,1.00475349,2014,GOB,,A,86,0.589041096
GOB1,TP.inv,,1.00368194,2014,GOB,,A,86,0.589041096
GOB2,BW_O2,,287,2013,GOB,,A,110,0.753424658
GOB2,ChlA.inv,,3.016437851,2013,GOB,,A,110,0.753424658
GOB2,OC.inv,,1.038033087,2013,GOB,,A,110,0.753424658
GOB2,TN.inv,,1.00344756,2013,GOB,,A,110,0.753424658
GOB2,BW_O2,,294,2014,GOB,,A,110,0.753424658
GOB2,IP.inv,,1.001195726,2014,GOB,,A,110,0.753424658
GOB2,OC.inv,,1.051460753,2014,GOB,,A,110,0.753424658
GOB2,TN.inv,,1.004410576,2014,GOB,,A,110,0.753424658
GOB2,TP.inv,,1.002954715,2014,GOB,,A,110,0.753424658
GOB3,BW_O2,,208,2013,GOB,,ET,91,0.310580205
GOB3,ChlA.inv,,1.222315198,2013,GOB,,ET,91,0.310580205
GOB3,OC.inv,,1.006621616,2013,GOB,,ET,91,0.310580205
GOB3,TN.inv,,1.000742774,2013,GOB,,ET,91,0.310580205
GOB3,BW_O2,,179,2014,GOB,,ET,91,0.310580205
GOB3,IP.inv,,1.000338502,2014,GOB,,ET,91,0.310580205
GOB3,OC.inv,,1.007610538,2014,GOB,,ET,91,0.310580205
GOB3,TN.inv,,1.000763016,2014,GOB,,ET,91,0.310580205
GOB3,TP.inv,,1.000609475,2014,GOB,,ET,91,0.310580205
GF1,BW_O2,,0,2002,GOF,,A,78,0.634146341
GF1,OC.inv,,1.03226983,2002,GOF,,A,78,0.634146341
GF1,TN.inv,,1.00411156,2002,GOF,,A,78,0.634146341
GF2,BW_O2,,0,2002,GOF,,A,85,0.691056911
GF2,OC.inv,,1.03285165,2002,GOF,,A,85,0.691056911
GF2,TN.inv,,1.00357863,2002,GOF,,A,85,0.691056911
PV1,BW_O2,,1,2003,GOF,,A,75,0.609756098
PV1,OC.inv,,1.028756069,2003,GOF,,A,75,0.609756098
PV1,TN.inv,,1.003755963,2003,GOF,,A,75,0.609756098
PV1,BW_O2,,144,2004,GOF,,A,75,0.609756098
PV1,OC.inv,,1.027678279,2004,GOF,,A,75,0.609756098
PV1,TN.inv,,1.003615403,2004,GOF,,A,75,0.609756098
PV1,BW_O2,,10,2005,GOF,,A,75,0.609756098
PV1,ChlA.inv,,868.9,2005,GOF,,A,75,0.609756098
PV1,OC.inv,,1.01431098,2005,GOF,,A,75,0.609756098
PV1,TN.inv,,1.002615434,2005,GOF,,A,75,0.609756098
GF5,BW_O2,,340,2002,GOF,,ET,51,0.414634146
GF5,OC.inv,,1.02181748,2002,GOF,,ET,51,0.414634146
GF5,TN.inv,,1.0022437,2002,GOF,,ET,51,0.414634146
GF6,BW_O2,,320,2002,GOF,,ET,48,0.390243902
GF6,OC.inv,,1.01467539,2002,GOF,,ET,48,0.390243902
GF6,TN.inv,,1.0013876,2002,GOF,,ET,48,0.390243902
KAS,BW_O2,,150,2003,GOF,,A,50,0.406504065
KAS,OC.inv,,1.029200333,2003,GOF,,A,50,0.406504065
KAS,TN.inv,,1.003813413,2003,GOF,,A,50,0.406504065
KAS,BW_O2,,214,2004,GOF,,A,50,0.406504065
KAS,OC.inv,,1.017051658,2004,GOF,,A,50,0.406504065
KAS,TN.inv,,1.00201314,2004,GOF,,A,50,0.406504065
KAS,BW_O2,,210,2005,GOF,,A,50,0.406504065
KAS,ChlA.inv,,70.8712483,2005,GOF,,A,50,0.406504065
KAS,OC.inv,,1.04510607,2005,GOF,,A,50,0.406504065
KAS,TN.inv,,1.006784,2005,GOF,,A,50,0.406504065
XV1,BW_O2,,85,2003,GOF,,ET,37,0.300813008
XV1,BW_O2,,285,2005,GOF,,ET,37,0.300813008
XV1,OC.inv,,1.025185458,2005,GOF,,ET,37,0.300813008
XV1,TN.inv,,1.002986819,2005,GOF,,ET,37,0.300813008
